"Specimen Number","Species ID","Group","Family","Scientific Name","Common Name","Country","State","County","Locality","Latitude","Longitude","Source","Accuracy","Drainage Name","HUC 8 Number","Year","Month","Day","Status","Comments","record_type","disposal","Museum_Cat_No","fresh_marine_intro","Reference 1","Type 1","Date 1","Author 1","Title 1","Publisher 1","Location 1","Reference 2","Type 2","Date 2","Author 2","Title 2","Publisher 2","Location 2","Reference 3","Type 3","Date 3","Author 3","Title 3","Publisher 3","Location 3","Reference 4","Type 4","Date 4","Author 4","Title 4","Publisher 4","Location 4","Reference 5","Type 5","Date 5","Author 5","Title 5","Publisher 5","Location 5","Reference 6","Type 6","Date 6","Author 6","Title 6","Publisher 6","Location 6"
"1321754","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Grand Traverse","Station EA-5","44.9","-85.48333","reported","Accurate","Lake Michigan","04190000","2005","7","","established","Quagga mussels present 2005","Literature","","","Freshwater","28738","Database","2016","Baldridge, Ashley","Tech memo 164, Baldridge Unpub>
Lake Michigan Dreissena Density Database 3 May 2016","NOAA GLERL","","28933","Report","2014","Nalepa, T.F.. D.L. Fanslow, G.A. Lang, K.Mabrey, and M.Rowe","Lake-Wide Benthic Surveys in Lake Michigan in 1994-95, 2000, 2005, and 2010: Abundances of the Ampipod Diporeia Spp. and Abundances and Biomass of the Mussels Driessena Polymorpha and Dreissena Rostriformis Bugensis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"785758","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Huron","Lake Huron, N of Heisterman Island and SW of Point Charity","43.87867","-83.42703","reported","Accurate","Lake Huron","04240002","2011","6","29","established","","Literature","","","Freshwater","27221","Database","2015","Brady, V.","Great Lakes Coastal Monitoring Project: inverts dataset (through 2013)","Environmental Protection Agency, Great Lakes National Program Office","Chicago, IL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"275076","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Iron","Fortune Pond [a quarry ~4 mi W of Crystal Falls]","46.100504","-88.386691","reported","Accurate","Brule","04030106","2010","11","9","established","See voucher photo.","Personal communication","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1422866","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Iron","Fortune Pond [a quarry ~4 mi W of Crystal Falls,  MI]","46.10051","-88.38669","reported","Accurate","Brule","04030106","2010","11","9","established","<a href = ""http://dnr.wi.gov/lakes/invasives/AISDetail.aspx?roiseq=50701229"" target = ""_blank"" >Wisconsin DNR</a>","Literature","","","Freshwater","27924","Database","2017","Wisconsin Department of Natural Resources (WI DNR).","Lakes and rivers with invasives species","Wisconsin Department of Natural Resources","Madison, WI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1321721","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Leelanau","Station 95120","45.524","-86.169","reported","Accurate","Lake Michigan","04190000","2010","7","","established","Quagga mussels present 2010","Literature","","","Freshwater","28738","Database","2016","Baldridge, Ashley","Tech memo 164, Baldridge Unpub>
Lake Michigan Dreissena Density Database 3 May 2016","NOAA GLERL","","28933","Report","2014","Nalepa, T.F.. D.L. Fanslow, G.A. Lang, K.Mabrey, and M.Rowe","Lake-Wide Benthic Surveys in Lake Michigan in 1994-95, 2000, 2005, and 2010: Abundances of the Ampipod Diporeia Spp. and Abundances and Biomass of the Mussels Driessena Polymorpha and Dreissena Rostriformis Bugensis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1321768","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Leelanau","Station GT-11","44.8333","-85.64133","reported","Accurate","Lake Michigan","04190000","2005","7","","established","Quagga mussels present 2005","Literature","","","Freshwater","28738","Database","2016","Baldridge, Ashley","Tech memo 164, Baldridge Unpub>
Lake Michigan Dreissena Density Database 3 May 2016","NOAA GLERL","","28933","Report","2014","Nalepa, T.F.. D.L. Fanslow, G.A. Lang, K.Mabrey, and M.Rowe","Lake-Wide Benthic Surveys in Lake Michigan in 1994-95, 2000, 2005, and 2010: Abundances of the Ampipod Diporeia Spp. and Abundances and Biomass of the Mussels Driessena Polymorpha and Dreissena Rostriformis Bugensis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1321769","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Leelanau","Station GT-12","44.8333","-85.64383","reported","Accurate","Lake Michigan","04190000","2005","7","","established","Quagga mussels present 2005","Literature","","","Freshwater","28738","Database","2016","Baldridge, Ashley","Tech memo 164, Baldridge Unpub>
Lake Michigan Dreissena Density Database 3 May 2016","NOAA GLERL","","28933","Report","2014","Nalepa, T.F.. D.L. Fanslow, G.A. Lang, K.Mabrey, and M.Rowe","Lake-Wide Benthic Surveys in Lake Michigan in 1994-95, 2000, 2005, and 2010: Abundances of the Ampipod Diporeia Spp. and Abundances and Biomass of the Mussels Driessena Polymorpha and Dreissena Rostriformis Bugensis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1321770","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Leelanau","Station GT-13","44.8333","-85.645","reported","Accurate","Lake Michigan","04190000","2005","7","","established","Quagga mussels present 2005","Literature","","","Freshwater","28738","Database","2016","Baldridge, Ashley","Tech memo 164, Baldridge Unpub>
Lake Michigan Dreissena Density Database 3 May 2016","NOAA GLERL","","28933","Report","2014","Nalepa, T.F.. D.L. Fanslow, G.A. Lang, K.Mabrey, and M.Rowe","Lake-Wide Benthic Surveys in Lake Michigan in 1994-95, 2000, 2005, and 2010: Abundances of the Ampipod Diporeia Spp. and Abundances and Biomass of the Mussels Driessena Polymorpha and Dreissena Rostriformis Bugensis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1321771","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Leelanau","Station GT-31","44.9833","-85.58833","reported","Accurate","Lake Michigan","04190000","2005","7","","established","Quagga mussels present 2005","Literature","","","Freshwater","28738","Database","2016","Baldridge, Ashley","Tech memo 164, Baldridge Unpub>
Lake Michigan Dreissena Density Database 3 May 2016","NOAA GLERL","","28933","Report","2014","Nalepa, T.F.. D.L. Fanslow, G.A. Lang, K.Mabrey, and M.Rowe","Lake-Wide Benthic Surveys in Lake Michigan in 1994-95, 2000, 2005, and 2010: Abundances of the Ampipod Diporeia Spp. and Abundances and Biomass of the Mussels Driessena Polymorpha and Dreissena Rostriformis Bugensis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1321762","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Leelanau","Station FR-1","44.8167","-86.13933","reported","Accurate","Lake Michigan","04190000","2005","7","","established","Quagga mussels present 2005, 2010","Literature","","","Freshwater","28738","Database","2016","Baldridge, Ashley","Tech memo 164, Baldridge Unpub>
Lake Michigan Dreissena Density Database 3 May 2016","NOAA GLERL","","28933","Report","2014","Nalepa, T.F.. D.L. Fanslow, G.A. Lang, K.Mabrey, and M.Rowe","Lake-Wide Benthic Surveys in Lake Michigan in 1994-95, 2000, 2005, and 2010: Abundances of the Ampipod Diporeia Spp. and Abundances and Biomass of the Mussels Driessena Polymorpha and Dreissena Rostriformis Bugensis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1321763","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Leelanau","Station FR-2","44.8167","-86.15517","reported","Accurate","Lake Michigan","04190000","2005","7","","established","Quagga mussels present 2005, 2010","Literature","","","Freshwater","28738","Database","2016","Baldridge, Ashley","Tech memo 164, Baldridge Unpub>
Lake Michigan Dreissena Density Database 3 May 2016","NOAA GLERL","","28933","Report","2014","Nalepa, T.F.. D.L. Fanslow, G.A. Lang, K.Mabrey, and M.Rowe","Lake-Wide Benthic Surveys in Lake Michigan in 1994-95, 2000, 2005, and 2010: Abundances of the Ampipod Diporeia Spp. and Abundances and Biomass of the Mussels Driessena Polymorpha and Dreissena Rostriformis Bugensis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1321764","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Leelanau","Station FR-3","44.8167","-86.16883","reported","Accurate","Lake Michigan","04190000","2000","","","established","Quagga mussels present 2000, 2005, 2010","Literature","","","Freshwater","28738","Database","2016","Baldridge, Ashley","Tech memo 164, Baldridge Unpub>
Lake Michigan Dreissena Density Database 3 May 2016","NOAA GLERL","","28933","Report","2014","Nalepa, T.F.. D.L. Fanslow, G.A. Lang, K.Mabrey, and M.Rowe","Lake-Wide Benthic Surveys in Lake Michigan in 1994-95, 2000, 2005, and 2010: Abundances of the Ampipod Diporeia Spp. and Abundances and Biomass of the Mussels Driessena Polymorpha and Dreissena Rostriformis Bugensis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1321765","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Leelanau","Station FR-4","44.8167","-86.1845","reported","Accurate","Lake Michigan","04190000","2005","7","","established","Quagga mussels present 2005, 2010","Literature","","","Freshwater","28738","Database","2016","Baldridge, Ashley","Tech memo 164, Baldridge Unpub>
Lake Michigan Dreissena Density Database 3 May 2016","NOAA GLERL","","28933","Report","2014","Nalepa, T.F.. D.L. Fanslow, G.A. Lang, K.Mabrey, and M.Rowe","Lake-Wide Benthic Surveys in Lake Michigan in 1994-95, 2000, 2005, and 2010: Abundances of the Ampipod Diporeia Spp. and Abundances and Biomass of the Mussels Driessena Polymorpha and Dreissena Rostriformis Bugensis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1321766","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Leelanau","Station FR-5","44.8167","-86.19617","reported","Accurate","Lake Michigan","04190000","2005","7","","established","Quagga mussels present 2005, 2010","Literature","","","Freshwater","28738","Database","2016","Baldridge, Ashley","Tech memo 164, Baldridge Unpub>
Lake Michigan Dreissena Density Database 3 May 2016","NOAA GLERL","","28933","Report","2014","Nalepa, T.F.. D.L. Fanslow, G.A. Lang, K.Mabrey, and M.Rowe","Lake-Wide Benthic Surveys in Lake Michigan in 1994-95, 2000, 2005, and 2010: Abundances of the Ampipod Diporeia Spp. and Abundances and Biomass of the Mussels Driessena Polymorpha and Dreissena Rostriformis Bugensis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1321706","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Leelanau","Station 76471","45.242","-85.556","reported","Accurate","Lake Michigan","04190000","2000","","","established","","Literature","","","Freshwater","28738","Database","2016","Baldridge, Ashley","Tech memo 164, Baldridge Unpub>
Lake Michigan Dreissena Density Database 3 May 2016","NOAA GLERL","","28933","Report","2014","Nalepa, T.F.. D.L. Fanslow, G.A. Lang, K.Mabrey, and M.Rowe","Lake-Wide Benthic Surveys in Lake Michigan in 1994-95, 2000, 2005, and 2010: Abundances of the Ampipod Diporeia Spp. and Abundances and Biomass of the Mussels Driessena Polymorpha and Dreissena Rostriformis Bugensis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1321707","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","United States of America","MI","Leelanau","Station 76482","45.069","-85.857","reported","Accurate","Lake Michigan","04190000","2000","","","established","Quagga mussels present 2000, 2005, 2010","Literature","","","Freshwater","28738","Database","2016","Baldridge, Ashley","Tech memo 164, Baldridge Unpub>
Lake Michigan Dreissena Density Database 3 May 2016","NOAA GLERL","","28933","Report","2014","Nalepa, T.F.. D.L. Fanslow, G.A. Lang, K.Mabrey, and M.Rowe","Lake-Wide Benthic Surveys in Lake Michigan in 1994-95, 2000, 2005, and 2010: Abundances of the Ampipod Diporeia Spp. and Abundances and Biomass of the Mussels Driessena Polymorpha and Dreissena Rostriformis Bugensis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
